,smiles,task1,task2,task3,task4,task5,task6,task7,task8,task9,task10,task11
203,CN(C)C(O)=Nc1ccccc1,0,0,0,0,0,0,0,0,-1,-1,0
204,CC1(C)CCCN1CCN,0,0,0,0,0,0,-1,0,0,0,0
205,CN[C@@H]1[C@@H](O[C@H]2O[C@H](CO)[C@@H](N)[C@H](O)[C@H]2O)O[C@H]2C[C@@H](N)[C@H](O[C@@H]3[C@@H](N)C[C@@H](N)[C@H](O)[C@H]3O)O[C@@H]2[C@@H]1O,0,0,-1,0,0,0,0,-1,0,0,0
206,CCN(CC)c1cccc(O)c1,0,0,0,0,0,0,-1,0,0,-1,0
207,COCCOCCOCCOCCOC,0,0,0,0,0,0,0,0,-1,-1,0
208,CC(C)(C)CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,0,0,1,-1,0,0,0,0,0,0,0
209,N=C(O)[C@@H]1CCCN1C(=O)[C@H](Cc1cnc[nH]1)N=C(O)[C@@H]1CCC(O)=N1,-1,0,0,-1,-1,-1,0,0,0,0,0
210,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,0,0,0,0,0,0,0,0,1,1,0
211,C[C@@H](N=C(O)c1cc(C(=O)OC[C@@]([NH3+])(CO)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,0,-1,0,0,0,0,0,0,0,0,0
212,OC1=Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,0,0,1,-1,1,-1,0,0,-1,-1,1
213,Clc1ccc(-c2ccccc2)cc1,0,0,0,0,0,0,0,0,0,0,0
214,CC(C)C1=CC2=CCC3C(C)(C(=O)O)CCCC3(C)C2CC1,0,0,0,0,0,0,0,0,0,0,0
215,Oc1ccc(Oc2ccccc2)cc1,0,0,0,0,0,0,0,0,1,1,0
216,CCOc1ccc(C(=O)OCCN(CC)CC)cc1,0,0,0,0,0,0,0,0,0,-1,0
217,C[C@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC[C@@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,0,0,0,0,0,0,0,-1,0,0,0
218,N[C@@H](CS(=O)O)C(=O)O,0,0,0,0,0,0,0,-1,0,0,0
219,CC(C)c1cccc(C(C)C)c1N=C([O-])CN(CC(=O)O)CC(=O)O,0,0,0,-1,0,0,0,0,0,0,0
220,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,0,0,0,0,1,-1,0,0,-1,-1,1
221,OC(CSc1ccccc1)=NC1CCCCC1,0,0,0,0,0,0,-1,0,0,0,0
222,COc1cc(OC)c(/C=C2/C(O)=Nc3ccccc32)c(OC)c1,0,0,0,0,0,0,0,-1,0,0,0
223,CCCCC(CC)COC(=O)COc1cc(Cl)c(Cl)cc1Cl,0,0,0,0,0,0,0,0,-1,-1,0
224,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,0,0,0,0,1,-1,0,0,-1,-1,1
225,COCC(Oc1cc(CC2CS(=O)CC(NCc3cccc(C(C)(C)O)c3)C2O)cc(F)c1[NH3+])C(F)(F)F,0,1,0,0,0,0,0,0,0,0,0
226,NCc1ccccc1OC(F)(F)F,0,0,0,0,0,0,-1,0,0,0,0
227,CC(C)[C@@H](CS(=O)(=O)C(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,0,0,0,0,0,0,0,-1,0,0,0
228,CCn1c2cc(=N)ccc-2c2ccc([NH3+])cc2c1-c1ccccc1,0,0,0,0,0,0,0,0,0,1,0
229,C=CC#N,0,0,0,0,0,0,0,0,-1,-1,0
230,CC(C)c1cccc(C2([NH2+]CC(O)C3Cc4cccc(c4)OCCCCOc4cc(cc(N5CCCC5=O)c4)C(O)=N3)CC2)c1,0,1,0,0,0,0,0,0,0,0,0
231,O=C(OCc1ccc(Br)cc1)C1CC2(C[NH2+]1)C(O)=Nc1ccccc12,0,-1,0,0,0,0,0,0,0,0,0
232,O=c1ccc2cc3ccoc3cc2o1,0,0,0,0,0,0,0,-1,0,0,0
233,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,0,0,1,0,0,0,0,0,0,0,0
234,N=C(O)c1ccc(=N)[nH]c1,0,0,0,0,0,0,0,0,0,0,0
235,Oc1ccc(O)cc1,0,0,0,-1,0,0,0,-1,-1,0,-1
236,CC1(S(=O)(=O)O)CC(=O)c2ccccc2C1=O,0,0,0,0,0,0,0,0,1,1,0
237,N#Cc1ccc(C(=O)Nc2ccc(F)c([C@@]3(CF)NC(=N)OCC3(F)F)c2)nc1,0,1,0,0,0,0,0,0,0,0,0
238,CN(C)CC[C@@H](c1ccc(Br)cc1)c1cccc[nH+]1,0,0,0,-1,0,0,0,0,0,0,0
239,O=C1C=Cc2cc(Br)ccc2C1=O,0,0,0,0,0,0,0,-1,0,0,0
240,C[N+](C)(CCOc1ccccc1)Cc1ccccc1.O=C(O)c1ccc2ccccc2c1[O-],0,0,0,0,0,0,0,-1,0,0,0
241,CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1.Cl,0,0,1,0,0,0,0,0,0,0,0
242,Nc1ccc2cc(S(=O)(=O)O)cc(O)c2c1N=Nc1ccccc1C(F)(F)F,0,0,0,0,0,0,0,0,-1,-1,0
243,O=C(O)c1ccc(O)c(O)c1,0,0,0,0,0,0,0,0,-1,-1,0
244,CCC(=O)N(c1ccccc1)[C@]1(C(=O)OC)CCN(CCc2ccccc2)C[C@@H]1C,0,0,1,0,0,0,0,0,0,0,0
245,COCC(O)=Nc1nc(-c2ccccc2)cs1,0,0,0,0,0,0,-1,0,0,0,0
246,O=C(CCN1CCC(c2ccccc2)C1)c1ccc2c(c1)OCCO2,0,0,0,0,0,0,0,0,-1,0,0
247,CCOC(=O)CN1CCCCC1,0,0,0,0,0,0,-1,0,0,0,0
248,O=c1ccc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(O)cc2o1,0,0,0,0,0,0,0,-1,0,0,0
249,N[C@@H](CSCCCO)C(=O)O,-1,0,0,0,0,0,0,-1,0,0,0
250,c1ccc(-c2ccccc2-c2ccccc2)cc1,0,0,0,0,0,0,0,0,0,0,0
251,O=C(C1C[NH2+]CC1c1ccccc1Br)N1CCC(c2ccccc2)CC1c1ccccc1,0,-1,0,0,0,0,0,0,0,0,0
252,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0,0,0,0,0,0,0,0,0,-1,0
253,CC(C)(O)[C@H]1[C@@H]2OC(=O)[C@@H]1[C@]1(O)C[C@H]3O[C@]34C(=O)O[C@H]2[C@@]41C,0,0,0,0,0,0,0,-1,0,0,0
254,CC(Cc1ccccc1)[N+](C)([O-])Cc1ccccc1,0,0,1,0,0,0,0,0,0,0,0
255,CCOC(O)=Nc1ccc(=NCc2ccc(F)cc2)[nH]c1N,-1,0,0,0,0,0,0,0,-1,-1,0
256,CCCc1nc(C(C)(C)O)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,1,0,0,0,0,0,0,-1,0,0,1
257,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,0,0,0,0,0,0,0,-1,1,0
258,CC(C)(S)C(N)C(=O)O,0,0,0,0,0,0,0,-1,-1,-1,1
259,Cc1cnc[nH]1,0,0,0,0,0,0,0,0,-1,-1,0
260,O=C(O)CCc1cc(C(=O)c2ccc(OC3CCCC3)cc2O)ccc1OCc1ccc2c(O)noc2c1,0,0,0,0,0,0,0,-1,0,0,0
261,COc1cc(CN=C(O)CCCC/C=C/C(C)C)ccc1O,0,0,0,0,0,0,0,-1,0,0,0
262,CN1C(=N)N[C@](c2ccc(OC(F)F)cc2)(c2cccc(OCC(F)F)c2)C1=O,0,1,0,0,0,0,0,0,0,0,0
263,C[NH2+]CCCC12CCC(c3ccccc31)c1ccccc12,0,0,0,-1,0,0,0,0,0,0,0
264,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(C(=O)CO)CCC12,0,0,0,0,0,0,0,0,-1,-1,0
265,CC(C)COC(=O)c1ccc(N)cc1,0,0,0,0,0,0,0,-1,-1,-1,0
266,CC(=O)N1CCN(c2ccc(Cl)cc2)CC1,0,0,0,0,0,0,-1,0,0,0,0
267,Cc1ccsc1/C=C/C1=NCCCN1C.O=C(O)[C@H](O)[C@@H](O)C(=O)O,-1,0,0,0,0,0,0,0,0,0,0
268,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(O)c1ccccc1)C2,0,0,0,0,0,0,0,-1,0,0,0
269,NCCCC(O)(P(=O)([O-])O)P(=O)(O)O.[Na+],-1,0,0,0,0,0,0,0,0,0,0
270,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,0,0,-1,0,1,-1,0,-1,-1,-1,1
271,CCCCS(=O)(=O)n1cc(C(O)=NC(Cc2ccccc2)C(O)C[NH2+]Cc2cccc(OC)c2)c2ccccc21,0,-1,0,0,0,0,0,0,0,0,0
272,N=C(O)CF,0,0,0,0,0,0,0,0,-1,-1,0
273,O=C(CCCCCCCCC#CI)Oc1ccccc1,0,0,0,0,0,0,0,0,0,-1,0
274,CN1c2ccccc2C(NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O,0,0,1,0,0,0,0,0,0,-1,0
275,CC(C)CCON=O,0,0,0,0,0,0,0,0,-1,-1,0
276,c1ccc2cc(C3=NCCN3)ccc2c1,0,0,0,0,0,0,0,0,-1,-1,0
277,CCCCC=CCCCCCCCCCC=O,0,0,0,0,0,0,0,0,-1,-1,0
278,Cn1c(=O)c2nc[nH]c2n(C)c1=O.O,-1,0,0,0,0,0,0,0,0,0,0
279,CC(C)CN(C[C@@H](OP(=O)([O-])O)[C@H](Cc1ccccc1)N=C([O-])O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1.[Ca+2],0,0,0,0,0,0,0,0,0,0,-1
280,CN(C)CCC=C1c2ccccc2COc2ccc(CC(=O)O)cc21,0,0,0,0,0,0,0,0,0,-1,0
281,CCCCCCCCCCCCCC(=O)OCC,0,0,0,0,0,0,0,0,-1,-1,0
282,O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O.O=C1CCCN1CC#CCN1CCCC1.O=C1CCCN1CC#CCN1CCCC1,0,0,0,0,0,0,0,-1,0,0,0
283,O=C1CCCCCCCCCCCCCC1,0,0,0,0,0,0,0,0,1,-1,0
284,NCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,0,0,0,0,0,0,0,-1,0,0,0
285,CCCCOC(=O)C(=O)Nc1cccc(-c2nn[nH]n2)c1,0,0,0,0,0,0,0,0,-1,-1,0
286,CCC(CC)(CN=C(O)CCCO)c1cccc(OC)c1,0,0,1,0,0,0,0,0,0,0,0
287,CCCC(O)C1CCN(C(CCc2ccccc2)C(O)=NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)C1=O,0,1,0,0,0,0,0,0,0,0,0
288,CNC(C)(C)Cc1ccccc1.CNC(C)(C)Cc1ccccc1.O=S(=O)(O)O,-1,0,0,0,0,0,0,-1,0,0,0
289,N[C@H](Cc1ccccc1)C(=O)O,-1,0,0,0,0,0,0,-1,0,0,0
290,CCOC=C1N=C(c2ccccc2)OC1=O,0,0,0,0,0,0,0,0,-1,-1,0
291,CC(C)c1ccccc1S(=O)(=O)c1cc(N)c2ncccc2c1[N+](=O)[O-],0,0,0,0,0,0,0,-1,0,0,0
292,OCc1cccnc1,0,0,-1,0,0,0,0,0,-1,-1,0
293,Cc1cccc(O)c1N,0,0,0,0,0,0,0,0,-1,1,0
294,O=C(O)CC(O)(CC(=O)O)C(=O)O.[Li].[Li].[Li],0,0,0,0,0,0,0,-1,0,0,0
295,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S([NH3+])(=O)=O)cc21,0,0,0,-1,0,0,0,0,0,0,0
296,O=C(O)c1ccc2[nH]cc(CCCCN3CC=C(c4ccccc4)CC3)c2c1,0,0,0,0,0,0,0,-1,-1,-1,0
297,CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,0,0,0,0,0,0,0,0,-1,-1,0
298,O=C(c1ccc(F)cc1)C1CCN(CCCn2c(O)nc3ccccc32)CC1,0,0,1,0,0,0,0,0,0,0,0
299,COc1cc(NC(O)=Nc2cccc(CN=C(O)O[C@H]3CCOC3)c2)ccc1-c1cnco1,0,0,0,0,0,0,0,-1,0,0,0
300,CSc1ccc(CC(=O)N2CCN(C(C)=O)C[C@@H]2CN2CC[C@@H](O)C2)cc1,0,0,-1,0,0,0,0,0,0,0,0
301,C/C=C/c1cc(OC)c(OC)cc1OC,0,0,0,0,0,0,0,-1,0,0,0
302,CC12CCC3c4ccc(O)cc4CCC3C1CCC2OP(=O)(O)O,0,0,0,0,0,0,0,0,-1,-1,0
303,O=C1N=CC(N(CCCl)CCCl)C(O)=N1,0,0,0,0,0,0,0,0,-1,1,0
304,Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,0,0,0,0,0,0,0,0,-1,-1,0
305,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,0,0,0,0,0,0,0,0,0,-1,0
306,CC(C)(CCCCCCCCCCC(C)(C)CC(=O)O)CC(=O)O,0,0,0,0,0,0,0,-1,0,0,0
307,COCCCC/C(=N\OCC[NH3+])c1ccc(C(F)(F)F)cc1,0,0,0,-1,0,0,0,0,0,0,0
308,CC(C)(C)c1cc(C(=O)/C(C#N)=N/Nc2cccc(Cl)c2)no1,0,0,0,0,0,0,0,-1,0,0,0
309,CC(N=O)C(C)N=O,0,0,0,0,0,0,0,0,-1,-1,0
310,NCCO,0,0,0,0,0,0,0,0,0,-1,1
311,CC(C)(C)NC[C@@H](O)COc1cccc2c1C[C@H](O)[C@H](O)C2,0,0,0,0,0,0,0,-1,0,0,0
312,CC(O)=NC(Cc1ccc(C)c(F)c1)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,0,1,0,0,0,0,0,0,0,0,0
313,CON(C)C(=O)[C@H](O)[C@H](Cc1ccccc1)N=C(O)c1cc2cc(Cl)ccc2[nH]1,0,0,0,0,0,0,0,-1,0,0,0
314,CC(C1CC1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,0,0,0,0,0,0,0,0,-1,-1,0
315,OC(=Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(Cl)ccc1O,0,0,0,0,0,0,0,-1,0,0,0
316,C=CC(=O)OCC(C)OCC(C)OCC(C)OC(=O)C=C,0,0,0,0,0,0,0,0,0,0,0
317,CC(C)CN=C(O)[C@H](C)C[C@H](O)[C@H](CC(C)C)N=C(O)[C@H](Cc1ccccc1)N=C(O)/C=C/c1ccc(C(F)(F)F)cc1,0,-1,0,0,0,0,0,0,0,0,0
318,Cc1ccc2c(n1)Oc1ccc(C(C)C(=O)OCC(=O)N(C)C)cc1C2,0,0,0,0,0,0,0,0,-1,-1,0
319,Cc1ccccc1-n1c(/C=C/c2ccccn2)nc2ccccc2c1=O,0,0,1,0,0,0,0,0,0,0,0
320,OC(/C=C/c1ccccc1)=NC(N=C(S)Nc1ccc(Cl)cc1)C(Cl)(Cl)Cl,0,0,0,0,0,0,0,-1,0,0,0
321,CSCC1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)O1,0,0,0,0,0,0,0,-1,0,0,0
322,CC#N,0,0,0,0,0,0,0,0,-1,-1,0
323,CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1,0,0,0,0,0,0,0,0,-1,-1,0
324,CN1CCC(Nc2ncc3nc[nH]c(=Nc4ccc(F)c(Cl)c4)c3n2)CC1,0,0,0,0,-1,1,0,-1,1,1,0
325,O=C1OC(CN2CCOCC2)CN1/N=C/c1ccc([N+](=O)[O-])o1,0,0,0,0,0,0,0,-1,0,0,0
326,CC1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1,0,0,0,0,0,0,0,0,-1,-1,0
327,COC(O)=Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,-1,0,0,0,0,0,0,-1,0,0,0
328,CC1(C)S[C@@H]2[C@H](N=C(O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O.O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21,0,0,0,0,0,0,0,0,0,0,1
329,CCCCC(=O)O,0,0,0,0,0,0,0,0,-1,-1,0
330,OC1=NC2=[NH+]c3ccc(Cl)c(Cl)c3CN2C1,0,0,0,-1,0,0,0,0,0,0,0
331,CCC(C)Br,0,0,0,0,0,0,0,0,-1,-1,0
332,Nc1ncccc1NCc1cccc(-c2cccnc2)c1,0,-1,0,0,0,0,0,0,0,0,0
333,COc1ccc(F)c(-c2ccc3c(c2)C2(COC(=N)N2)c2cc(OC)ccc2O3)c1,0,-1,0,0,0,0,0,0,0,0,0
334,CNC(C)c1cnn(C)c1,0,0,0,0,0,0,-1,0,0,0,0
335,Oc1ccnc(O)n1,0,0,0,0,0,0,0,-1,0,0,0
336,c1ccc(NCCCOc2cccc(CN3CCCCC3)c2)nc1,0,0,1,0,0,0,0,0,0,0,0
337,Nc1ccc(-c2nc3ccc(O)cc3s2)cc1I,0,0,1,0,0,0,0,0,0,0,0
338,CC(C)[C@H](N=C(O)[C@H](C)C[C@H](O)[C@H](COCc1cc(F)cc(F)c1)N=C(O)c1cc(C(O)=N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(O)=NCc1ccccc1,0,1,0,0,0,0,0,0,0,0,0
339,CC[N+]1(CC)CCC(=C(c2ccccc2)c2ccccc2)C1C,0,0,0,0,0,0,0,0,-1,-1,0
340,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@@]43C)C1CC=C2n1cnc2ccccc21,0,0,0,0,0,0,0,-1,0,0,0
341,CCOC(=O)C1CC(=O)C(C(=O)C2CC2)C(=O)C1,0,0,0,0,0,0,0,0,0,-1,0
342,CCCCC(=O)Cl,0,0,0,0,0,0,0,0,-1,-1,0
343,OCCOCCOCCOCCO,0,0,0,0,0,0,0,0,-1,-1,0
344,Oc1nc(Cl)c(Cl)cc1Cl,0,0,0,0,0,0,0,0,1,-1,0
345,CN1CCN(CCN)CC1(C)C,0,0,0,0,0,0,-1,0,0,0,0
346,CCC1=C(C)CN(C(O)=NCCc2ccc(S(=O)(=O)NC(O)=N[C@H]3CC[C@H](C)CC3)cc2)C1=O,0,0,0,0,0,0,0,-1,0,0,0
347,CC(C)C1C2CCC(C2)C1N,0,0,0,0,0,0,0,-1,0,0,0
348,COC(=O)c1ccc(C)cc1,0,0,0,0,0,0,0,0,-1,-1,0
349,C1CN(SSN2CCOCC2)CCO1,0,0,0,0,0,0,0,0,0,-1,0
350,CN1C(=N)N[C@](c2ccc(OC(F)F)cc2)(c2cccc(C#CC3CCCCC3)c2)C1=O,0,-1,0,0,0,0,0,0,0,0,0
351,CC(C)NCC(O)COc1cccc2ccccc12.[Cl],0,0,1,0,0,0,0,0,0,0,0
352,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)/C(=C/NN2CCN(C)CC2)C(=C4O)N=C(O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,0,0,0,0,-1,1,0,0,0,0,1
353,N=C(O)CCC(N)C(=O)O,0,0,0,0,0,0,0,0,-1,-1,-1
354,O=C(O)CCCCCCCCCCC(=O)O,0,0,0,0,0,0,0,0,-1,-1,0
355,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,-1,0,0,0,-1,1,0,-1,1,1,0
356,CN=C(O)C[C@@H](N)C(O)=N[C@@H](C(O)=N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12)c1ccc(O)cc1,0,0,-1,0,0,0,0,0,0,0,0
357,Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C.Cl,-1,0,0,0,0,0,0,-1,0,0,0
358,CN1C[C@@H]2[C@@H](Cc3ccc(Cl)cc3[C@H]2c2ccccc2)C1,0,0,1,0,0,0,0,0,0,0,0
359,Cc1cc(C2CC2)nc(Nc2ccccc2)n1,0,0,0,0,0,0,0,0,0,-1,0
360,CCN1C(=O)c2ccccc2C1Nc1ccc(OCCN2CCCCC2)cc1,0,0,0,0,0,0,0,0,-1,-1,0
361,CCCN(CCC)C(=O)c1cc(C)cc(C(O)=N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2[NH2+]CCN(Cc3ccccc3)C2=O)c1,0,1,0,0,0,0,0,0,0,0,0
362,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,0,0,0,0,0,0,0,0,-1,-1,1
363,CN1/C(=C(\[O-])Nc2ccccn2)C(=O)c2ccccc2S1(=O)=O.[Na+],0,0,0,0,0,0,0,0,0,0,1
364,CCN(CC)c1ccc(C(=O)c2ccccc2C(=O)O)c(O)c1,0,0,0,0,0,0,0,0,-1,-1,0
365,N=c1ccc(C(O)=Nc2cccc(-c3nc(N4CCOCC4)c4oc5ncccc5c4n3)c2)c[nH]1,0,0,0,0,0,0,0,-1,0,0,0
366,CN(C)CC/C=C1/c2ccccc2CSc2ccccc21.Cl,0,0,1,0,0,0,0,0,0,0,0
367,CC(O)=NC(Cc1cc(F)cc(F)c1)C(O)CNC1(c2cccc(C(C)(C)C)c2)CCc2nc(C)[nH+]cc2C1,0,1,0,0,0,0,0,0,0,0,0
368,CC(C)c1ccccc1O,0,0,0,0,0,0,0,0,-1,-1,0
369,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC(=O)O,0,0,0,0,0,0,0,0,0,-1,0
370,COC(=O)CCCCCCCC(=O)OC,0,0,0,0,0,0,0,0,-1,-1,0
371,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(Cl)cc32)CC1,0,0,1,0,0,0,0,0,0,0,0
372,CN(C)c1cc(N=C(O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(=O)C(C(=N)O)=C(O)[C@@]3(O)C(=O)C1=C2O,-1,0,0,0,-1,1,0,0,0,0,0
373,C=C[C@]1(C)C[C@@H](OC(=O)CS[C@H]2C[C@@H]3CC[C@H](C2)N3C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,0,0,0,0,0,0,0,-1,0,0,0
374,CC(C)(O)C#CC(C)(C)O,0,0,0,0,0,0,0,0,-1,-1,0
375,CCC1OC=CC(=O)C1=O,0,0,0,0,0,0,0,0,0,-1,0
376,CCN1CCN(C(O)=N[C@@H](C(O)=N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc([O-])cc2)C(=O)C1=O,0,0,0,-1,0,0,0,0,0,0,0
377,CCN(CC)C(=O)c1cccnc1,-1,0,1,0,0,0,0,0,-1,-1,0
378,COP(=O)(O)OP(=O)(O)OC,0,0,0,0,0,0,0,0,-1,-1,0
379,Cn1cnc2ncnc(N)c21,0,0,0,0,0,0,0,0,-1,-1,0
380,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=NO)CC[C@]4(C)[C@H]3CC[C@@]21C,0,0,0,0,0,0,0,-1,0,0,0
381,CC[NH2+]c1cc(C(O)=N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)CCCC(C)C)cc(N2CCCC2=O)c1,0,1,0,0,0,0,0,0,0,0,0
382,Nc1nc2ccccc2nc1N1CCCC1,0,-1,0,0,0,0,0,0,0,0,0
383,CCc1cn2c3c(cc(C(O)=NC(Cc4ccccc4)C(O)C[NH2+]C4CC4)cc13)N(CC)S(=O)(=O)CC2,0,1,0,0,0,0,0,0,0,0,0
384,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2.O=C([O-])/C=C\C(=O)[O-],-1,0,0,0,0,0,0,0,0,0,0
385,O=C(O)c1ccc(O)nc1,0,0,0,0,0,0,0,0,0,0,0
386,CN1C(=N)NC2(CC(C)(C)Oc3ccc(-c4ccsn4)cc32)C1=O,0,-1,0,0,0,0,0,0,0,0,0
387,Cc1cccc2c1Oc1ccccc1[C@@]1(O)CCN(C)C[C@H]21,0,0,1,0,0,0,0,0,0,0,0
388,O=C1C=CC=C/C1=C1/NN=CO1,0,0,1,0,0,0,0,0,0,0,0
389,Cc1ccc(Cl)c(Nc2ccccc2C(=O)[O-])c1Cl,0,0,0,-1,0,0,0,0,0,0,-1
390,COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)COc2ccc(OC)cc2)C1OC,0,0,0,0,0,0,0,0,-1,-1,0
391,C=CCc1cc(S(=O)(=O)c2ccc(O)c(CC=C)c2)ccc1O,0,0,0,0,0,0,0,0,1,-1,0
392,CON=C(C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(C=Cc3scnc3C)CSC12)c1csc(=N)[nH]1,0,0,0,0,0,0,0,0,-1,-1,0
393,CC([NH2+]CC(O)C(Cc1ccccc1)N=C(O)c1cccc(N(c2cc(Cl)cc(Cl)c2)S(C)(=O)=O)c1)C(O)=NC1CCCCC1,0,1,0,0,0,0,0,0,0,0,0
394,CCCC(=O)c1ccccc1,0,0,0,0,0,0,0,0,0,-1,0
395,O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)C(c1ccccc1)c1ccccc1,0,0,0,0,0,0,0,-1,0,0,0
396,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,0,0,0,0,0,0,0,0,-1,-1,0
397,Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,0,0,0,0,0,0,0,0,0,0,0
398,COc1ccc(CCC2(C)N=C(O)N=C2O)cc1,0,0,0,0,0,0,-1,0,0,0,0
399,CN1CCN(C(=O)CO)CC1,0,0,0,0,0,0,-1,0,0,0,0
400,N=C(O)CC[C@H](N=C(O)Cc1ccccc1)C(=O)O,0,0,0,0,0,0,0,-1,0,0,0
401,CCOC(CN1CCN(CC(C)C(=O)c2ccccc2)CC1)c1ccccc1,0,0,0,0,0,0,0,-1,-1,-1,0
402,CCOCCOCCOCCO,0,0,0,0,0,0,0,0,-1,-1,0
403,CCc1c(C)c2cc3nc(cc4nc(cc5[nH]c(cc1[nH]2)c(C)c5C(C)O)C(C)=C4CCC(=O)O)C(CCC(=O)O)=C3C.[Na+],0,0,0,0,0,0,0,0,0,0,1
404,Cc1onc(-c2c(Cl)cccc2Cl)c1C([O-])=N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12.O.[Na+],-1,0,0,0,0,0,0,-1,0,0,0
405,Cn1c(=O)cc(CCc2cccc(-c3ccccc3)c2)[nH]c1=N,0,-1,0,0,0,0,0,0,0,0,0
406,CCCN(CCC)CCc1cccc2c1CC(O)=N2,0,0,1,0,1,-1,0,0,-1,-1,1
